fit_time,score_time,test_score,train_score
0.07277131080627441,0.012930870056152344,0.40210885502075555,0.46878815050067524
0.05475282669067383,0.010256052017211914,0.40567019811639093,0.4623639671752603
0.0572962760925293,0.010631799697875977,0.44650619880682485,0.4603134900071215
0.05515336990356445,0.011167526245117188,0.45764191087973294,0.45619176292916785
0.05660748481750488,0.009651422500610352,0.3951847104212034,0.46932098742981776
